4,sophisticated,The <blank> system had been years in the making.
4,sophisticated,She had been a <blank> woman of the world.
4,sophisticated,His <blank> taste had been expensive to satisfy.
4,sophisticated,The <blank> argument had been hard to follow.
4,sophisticated,She had found the <blank> palate refreshing.
4,sophisticated,The <blank> equipment had been imported.
4,sophisticated,His <blank> manner had impressed the board.
4,sophisticated,The <blank> design had won awards.
4,sophisticated,She had given a <blank> analysis of the problem.
4,sophisticated,The <blank> audience had appreciated the nuance.
4,spendthrift,The <blank> heir had run through the fortune.
4,spendthrift,She had been accused of <blank> ways.
4,spendthrift,His <blank> habits had worried his wife.
4,spendthrift,The <blank> government had been voted out.
4,spendthrift,She had married a <blank> and had paid the price.
4,spendthrift,The <blank> son had been cut from the will.
4,spendthrift,His <blank> nature had been the family joke.
4,spendthrift,The <blank> spending had been criticised.
4,spendthrift,She had tried to reform the <blank>.
4,spendthrift,The <blank> had been declared bankrupt.
4,spontaneity,The <blank> of the performance had been its charm.
4,spontaneity,She had valued <blank> above rehearsal.
4,spontaneity,His <blank> had been refreshing.
4,spontaneity,The <blank> had been lost in the second take.
4,spontaneity,She had encouraged <blank> in the class.
4,spontaneity,The <blank> of the moment had carried them away.
4,spontaneity,His <blank> had sometimes got him into trouble.
4,spontaneity,The <blank> had been genuine.
4,spontaneity,She had written about the death of <blank> in modern life.
4,spontaneity,The <blank> had been the best part of the trip.
4,spontaneous,The <blank> applause had filled the hall.
4,spontaneous,She had made a <blank> offer to help.
4,spontaneous,His <blank> reaction had been captured on camera.
4,spontaneous,The <blank> combustion had been investigated.
4,spontaneous,She had been <blank> and had said yes at once.
4,spontaneous,The <blank> decision had been the right one.
4,spontaneous,His <blank> generosity had been noted.
4,spontaneous,The <blank> outburst had shocked the room.
4,spontaneous,She had given a <blank> speech.
4,spontaneous,The <blank> laughter had been infectious.
4,spoonerism,The <blank> had reduced the class to giggles.
4,spoonerism,She had made a <blank> by accident.
4,spoonerism,His <blank> had been 'a well-boiled icicle.'
4,spoonerism,The <blank> had been the highlight of the speech.
4,spoonerism,She had collected <blank>s for years.
4,spoonerism,The <blank> had been intentional this time.
4,spoonerism,His <blank> had lightened the mood.
4,spoonerism,The <blank> had been quoted in the paper.
4,spoonerism,She had explained the <blank> to the foreign guests.
4,spoonerism,The <blank> had become a catchphrase.
4,stereotype,The <blank> had been challenged in the film.
4,stereotype,She had been angry at the <blank> of her country.
4,stereotype,His <blank> had been the absent-minded professor.
4,stereotype,The <blank> had been reinforced by the media.
4,stereotype,She had refused to conform to the <blank>.
4,stereotype,The <blank> had been the subject of her thesis.
4,stereotype,His <blank> had been the tough detective.
4,stereotype,The <blank> had been harmful, the report had said.
4,stereotype,She had tried to break the <blank>.
4,stereotype,The <blank> had been lazy and offensive.
4,stimulating,The <blank> discussion had lasted for hours.
4,stimulating,She had found the course <blank> and demanding.
4,stimulating,His <blank> company had been a highlight of the trip.
4,stimulating,The <blank> effect of the drug had been noted.
4,stimulating,She had written a <blank> article on the subject.
4,stimulating,The <blank> environment had brought out the best in her.
4,stimulating,His <blank> ideas had inspired the team.
4,stimulating,The <blank> conversation had continued into the night.
4,stimulating,She had found the debate <blank>.
4,stimulating,The <blank> atmosphere had been electric.
4,stipulatory,The <blank> clause had been added at the last minute.
4,stipulatory,She had insisted on <blank> conditions.
4,stipulatory,His <blank> requirements had been met.
4,stipulatory,The <blank> terms had been agreed.
4,stipulatory,She had signed the <blank> agreement.
4,stipulatory,The <blank> obligation had been clear.
4,stipulatory,His <blank> demand had been for immediate payment.
4,stipulatory,The <blank> nature of the contract had been stressed.
4,stipulatory,She had included a <blank> provision.
4,stipulatory,The <blank> had been standard.
4,stupidity,The <blank> of the plan had been obvious to all.
4,stupidity,She had been furious at his <blank>.
4,stupidity,His <blank> had cost them the match.
4,stupidity,The <blank> had been breathtaking.
4,stupidity,She had refused to reward <blank>.
4,stupidity,The <blank> of the remark had been noted.
4,stupidity,His <blank> had been the subject of the inquiry.
4,stupidity,The <blank> had been wilful, she had said.
4,stupidity,She had written about the <blank> of the age.
4,stupidity,The <blank> had been inexcusable.
4,subordinate,The <blank> clause had been misplaced.
4,subordinate,She had been his <blank> for five years.
4,subordinate,His <blank> role had frustrated him.
4,subordinate,The <blank> had been given the task.
4,subordinate,She had refused to be <blank> to anyone.
4,subordinate,The <blank> position had been accepted reluctantly.
4,subordinate,His <blank> had been loyal throughout.
4,subordinate,The <blank> issue had been set aside.
4,subordinate,She had treated her <blank>s with respect.
4,subordinate,The <blank> had reported the theft.
