4,ineffable,The <blank> beauty of the dawn had brought tears to her eyes.
4,ineffable,She had felt an <blank> sense of peace in the garden.
4,ineffable,His <blank> joy had been clear to everyone.
4,ineffable,The <blank> quality of the music had left them speechless.
4,ineffable,She had tried to describe the <blank> atmosphere.
4,ineffable,The <blank> sadness had hung over the house.
4,ineffable,His <blank> relief had shown in his face.
4,ineffable,The <blank> bond between them had been obvious.
4,ineffable,She had spoken of the <blank> nature of the experience.
4,ineffable,The <blank> stillness had been broken only by the stream.
4,ineffectual,The <blank> minister had been replaced after the crisis.
4,ineffectual,She had found his efforts <blank> and had taken over herself.
4,ineffectual,His <blank> protests had been ignored.
4,ineffectual,The <blank> remedy had done nothing for the pain.
4,ineffectual,She had been criticised as <blank> and weak.
4,ineffectual,The <blank> committee had achieved nothing in a year.
4,ineffectual,His <blank> leadership had divided the party.
4,ineffectual,The <blank> attempt had been abandoned.
4,ineffectual,She had dismissed the <blank> suggestion with a wave.
4,ineffectual,The <blank> ban had been flouted by everyone.
4,ineptitude,The <blank> of the management had been exposed in the report.
4,ineptitude,She had been sacked for <blank> rather than dishonesty.
4,ineptitude,His <blank> had cost the company millions.
4,ineptitude,The <blank> of the officials had been staggering.
4,ineptitude,She had been astonished by the <blank> on display.
4,ineptitude,The <blank> had been evident from the first day.
4,ineptitude,His <blank> had been the subject of the inquiry.
4,ineptitude,The <blank> of the response had angered the public.
4,ineptitude,She had written a memo on the team's <blank>.
4,ineptitude,The <blank> had been covered up for years.
4,inequity,The <blank> of the system had been challenged in court.
4,inequity,She had campaigned against the <blank> in pay.
4,inequity,His speech had focused on the <blank> of the law.
4,inequity,The <blank> had been documented in the study.
4,inequity,She had been shocked by the <blank> of the ruling.
4,inequity,The <blank> between the regions had grown.
4,inequity,His <blank> had been the unequal treatment of the sexes.
4,inequity,The <blank> had been redressed at last.
4,inequity,She had devoted her career to fighting <blank>.
4,inequity,The <blank> of the tax had been widely noted.
4,inevitable,The <blank> outcome had been clear from the start.
4,inevitable,She had accepted the <blank> with good grace.
4,inevitable,His resignation had been <blank> after the scandal.
4,inevitable,The <blank> decline had been predicted by many.
4,inevitable,She had tried to delay the <blank> for as long as she could.
4,inevitable,The <blank> question had been put at last.
4,inevitable,His defeat had seemed <blank> from the first round.
4,inevitable,The <blank> consequence had been bankruptcy.
4,inevitable,She had known the clash was <blank>.
4,inevitable,The <blank> had come to pass.
4,inevitably,The discussion had <blank> turned to money.
4,inevitably,She had <blank> been drawn into the dispute.
4,inevitably,His name had <blank> been mentioned in the inquiry.
4,inevitably,The long meeting had <blank> run over time.
4,inevitably,She had <blank> sided with her sister.
4,inevitably,The delay had <blank> led to complaints.
4,inevitably,His absence had <blank> been noticed.
4,inevitably,The result had <blank> been a compromise.
4,inevitably,She had <blank> become the leader of the group.
4,inevitably,The plan had <blank> run into difficulties.
4,inexplicable,The <blank> disappearance had puzzled the police.
4,inexplicable,She had felt an <blank> urge to turn back.
4,inexplicable,His <blank> behaviour had worried his family.
4,inexplicable,The <blank> error had occurred twice in the same week.
4,inexplicable,She had found his coldness <blank>.
4,inexplicable,The <blank> delay had held up the whole project.
4,inexplicable,His <blank> change of heart had been the talk of the town.
4,inexplicable,The <blank> noise had kept the whole street awake.
4,inexplicable,She had been troubled by the <blank> dream.
4,inexplicable,The <blank> coincidence had been remarked upon.
4,infamous,The <blank> prison had been closed decades ago.
4,infamous,She had visited the <blank> castle on the hill.
4,infamous,His <blank> temper had been the stuff of legend.
4,infamous,The <blank> decision had been reversed on appeal.
4,infamous,She had written a book about the <blank> trial.
4,infamous,The <blank> dictator had been overthrown at last.
4,infamous,His <blank> remark had been quoted everywhere.
4,infamous,The <blank> incident had been captured on film.
4,infamous,She had been shocked by his <blank> behaviour.
4,infamous,The <blank> battle had changed the course of the war.
4,inference,The <blank> had been drawn from the evidence.
4,inference,She had questioned the <blank> that he had been lying.
4,inference,His <blank> had been logical but wrong.
4,inference,The <blank> had been stated in the conclusion.
4,inference,She had made an <blank> from his silence.
4,inference,The <blank> was that the deal had already been done.
4,inference,His <blank> had been challenged by the defence.
4,inference,The <blank> had been reasonable in the circumstances.
4,inference,She had drawn the wrong <blank> from the data.
4,inference,The <blank> had been explicit in the report.
4,infernal,The <blank> noise had started again at dawn.
4,infernal,She had complained about the <blank> racket from next door.
4,infernal,His <blank> temper had frightened the children.
4,infernal,The <blank> machine had broken down for the third time.
4,infernal,She had been driven mad by the <blank> din.
4,infernal,The <blank> heat had made work impossible.
4,infernal,His <blank> grin had suggested he knew something.
4,infernal,The <blank> device had been banned by the council.
4,infernal,She had cursed the <blank> contraption.
4,infernal,The <blank> smell had come from the drains.
