4,susceptible,She had been <blank> to colds all winter.
4,susceptible,The <blank> child had caught every bug.
4,susceptible,His <blank> nature had been exploited.
4,susceptible,The <blank> material had been treated.
4,susceptible,She had been <blank> to his charm.
4,susceptible,The <blank> audience had been moved to tears.
4,susceptible,His <blank> pride had been wounded.
4,susceptible,The <blank> plant had been killed by the frost.
4,susceptible,She had found him <blank> to flattery.
4,susceptible,The <blank> point had been identified.
4,sweltering,The <blank> heat had made work impossible.
4,sweltering,She had endured the <blank> afternoon in the attic.
4,sweltering,His <blank> office had had no air conditioning.
4,sweltering,The <blank> conditions had been reported.
4,sweltering,She had sought refuge from the <blank> sun.
4,sweltering,The <blank> crowd had fanned themselves with programmes.
4,sweltering,His <blank> journey had taken five hours.
4,sweltering,The <blank> night had brought no relief.
4,sweltering,She had described the <blank> weather in her letter.
4,sweltering,The <blank> room had been unbearable.
4,sycophancy,The <blank> of the courtiers had been nauseating.
4,sycophancy,She had been disgusted by his <blank>.
4,sycophancy,His <blank> had been rewarded with a title.
4,sycophancy,The <blank> had been the way to get on.
4,sycophancy,She had refused to indulge in <blank>.
4,sycophancy,The <blank> had been transparent to all.
4,sycophancy,His <blank> had known no bounds.
4,sycophancy,The <blank> of the press had been criticised.
4,sycophancy,She had written a satire on <blank>.
4,sycophancy,The <blank> had been the subject of the play.
4,sympathiser,The <blank> had been arrested at the border.
4,sympathiser,She had been accused of being a <blank>.
4,sympathiser,His <blank> had been known to the authorities.
4,sympathiser,The <blank> had provided shelter for the fugitive.
4,sympathiser,She had been a <blank> but not an active one.
4,sympathiser,The <blank> had been tried for treason.
4,sympathiser,His <blank> had been the subject of the investigation.
4,sympathiser,The <blank> network had been broken up.
4,sympathiser,She had written to a known <blank>.
4,sympathiser,The <blank> had been released without charge.
4,synecdoche,The <blank> had been used throughout the poem.
4,synecdoche,She had explained the <blank> to the class.
4,synecdoche,His <blank> had been 'the crown' for the monarchy.
4,synecdoche,The <blank> had been a figure of speech.
4,synecdoche,She had identified the <blank> in the passage.
4,synecdoche,The <blank> had enriched the text.
4,synecdoche,His <blank> had been deliberate.
4,synecdoche,The <blank> had been lost in translation.
4,synecdoche,She had used a <blank> in her essay.
4,synecdoche,The <blank> had been the part for the whole.
4,tantamount,The refusal had been <blank> to a declaration of war.
4,tantamount,She had said that the offer was <blank> to an insult.
4,tantamount,His silence had been <blank> to an admission.
4,tantamount,The <blank> concession had been accepted.
4,tantamount,She had argued that it was <blank> to surrender.
4,tantamount,The <blank> had been clear to all.
4,tantamount,His action had been <blank> to treason.
4,tantamount,The <blank> had been the withdrawal of support.
4,tantamount,She had found the suggestion <blank> to blackmail.
4,tantamount,The <blank> had been undeniable.
4,tautology,The <blank> had been pointed out by the examiner.
4,tautology,She had avoided <blank> in her writing.
4,tautology,His <blank> had been 'free gift.'
4,tautology,The <blank> had been unnecessary.
4,tautology,She had been guilty of <blank> in the first draft.
4,tautology,The <blank> had been the only flaw.
4,tautology,His <blank> had been repeated throughout the speech.
4,tautology,The <blank> had been logical but empty.
4,tautology,She had edited out the <blank>.
4,tautology,The <blank> had been unintentional.
4,tenacity,The <blank> of the defence had been remarkable.
4,tenacity,She had admired his <blank> in the face of defeat.
4,tenacity,His <blank> had been rewarded at last.
4,tenacity,The <blank> of the plant had surprised the gardener.
4,tenacity,She had shown <blank> in pursuing the claim.
4,tenacity,The <blank> had been the key to her success.
4,tenacity,His <blank> had been legendary.
4,tenacity,The <blank> of the grip had been painful.
4,tenacity,She had written about the <blank> of the survivors.
4,tenacity,The <blank> had been admired by all.
4,tentative,The <blank> agreement had been reached that morning.
4,tentative,She had taken a <blank> step forwards.
4,tentative,His <blank> smile had suggested he was unsure.
4,tentative,The <blank> plan had been subject to change.
4,tentative,She had made a <blank> suggestion.
4,tentative,The <blank> date had been set for the following month.
4,tentative,His <blank> approach had been cautious.
4,tentative,The <blank> knock had been barely audible.
4,tentative,She had been <blank> about the offer.
4,tentative,The <blank> nature of the arrangement had been stressed.
4,termination,The <blank> of the contract had been announced.
4,termination,She had received notice of <blank>.
4,termination,His <blank> had been with immediate effect.
4,termination,The <blank> had been the subject of the meeting.
4,termination,She had sought the <blank> of the pregnancy.
4,termination,The <blank> had been agreed by both parties.
4,termination,His <blank> had been wrongful, the tribunal had found.
4,termination,The <blank> of the line had been the next station.
4,termination,She had been paid in lieu of <blank>.
4,termination,The <blank> had been inevitable.
