4,figurative,She had used the term in a <blank> sense.
4,figurative,The <blank> language had enriched the poem.
4,figurative,His <blank> meaning had been lost on the audience.
4,figurative,The <blank> use had been deliberate.
4,figurative,She had explained the <blank> expression.
4,figurative,The <blank> sense had been the intended one.
4,figurative,His <blank> style had been ornate.
4,figurative,The <blank> interpretation had been accepted.
4,figurative,She had preferred <blank> to literal description.
4,figurative,The <blank> art had dominated the period.
4,flamboyant,The <blank> dress had drawn every eye.
4,flamboyant,She had been known for her <blank> style.
4,flamboyant,His <blank> gesture had been typical.
4,flamboyant,The <blank> display had been criticised by some.
4,flamboyant,She had toned down her <blank> manner.
4,flamboyant,The <blank> personality had filled the stage.
4,flamboyant,His <blank> lifestyle had been the talk of the town.
4,flamboyant,The <blank> architecture had divided opinion.
4,flamboyant,She had found his <blank> taste vulgar.
4,flamboyant,The <blank> entrance had been memorable.
4,flatulence,The <blank> had been an embarrassing side effect.
4,flatulence,She had suffered from <blank> after the meal.
4,flatulence,His <blank> had been the subject of jokes.
4,flatulence,The <blank> had been caused by the medication.
4,flatulence,She had tried to ignore the <blank>.
4,flatulence,The <blank> had been chronic.
4,flatulence,His <blank> had been hard to conceal.
4,flatulence,The <blank> had been mentioned in the leaflet.
4,flatulence,She had been embarrassed by the <blank>.
4,flatulence,The <blank> had been a common complaint.
4,formidable,She had been a <blank> opponent.
4,formidable,The <blank> task had daunted many.
4,formidable,His <blank> reputation had preceded him.
4,formidable,The <blank> obstacle had been overcome at last.
4,formidable,She had faced the <blank> challenge with courage.
4,formidable,The <blank> array of evidence had been overwhelming.
4,formidable,His <blank> intellect had been widely recognised.
4,formidable,The <blank> defences had held.
4,formidable,She had been a <blank> presence in the debate.
4,formidable,The <blank> list of qualifications had impressed them.
4,forthright,She had given a <blank> answer.
4,forthright,The <blank> criticism had been welcomed.
4,forthright,His <blank> manner had sometimes offended.
4,forthright,The <blank> statement had left no room for doubt.
4,forthright,She had been <blank> in her refusal.
4,forthright,The <blank> approach had been refreshing.
4,forthright,His <blank> opinion had been well known.
4,forthright,The <blank> reply had been printed in full.
4,forthright,She had appreciated his <blank> honesty.
4,forthright,The <blank> style had been characteristic.
4,fortuitous,The <blank> meeting had changed everything.
4,fortuitous,She had put the success down to <blank> timing.
4,fortuitous,His <blank> discovery had made him famous.
4,fortuitous,The <blank> coincidence had been remarked upon.
4,fortuitous,She had been the beneficiary of a <blank> encounter.
4,fortuitous,The <blank> outcome had been unexpected.
4,fortuitous,His <blank> escape had been the talk of the camp.
4,fortuitous,The <blank> arrival of the bus had saved her.
4,fortuitous,She had found the <blank> turn of events encouraging.
4,fortuitous,The <blank> nature of the find had been disputed.
4,fraudulent,The <blank> claim had been rejected.
4,fraudulent,She had been accused of <blank> conduct.
4,fraudulent,His <blank> scheme had been uncovered.
4,fraudulent,The <blank> document had been forged.
4,fraudulent,She had reported the <blank> activity to the police.
4,fraudulent,The <blank> transaction had been reversed.
4,fraudulent,His <blank> behaviour had been prosecuted.
4,fraudulent,The <blank> nature of the claim had been proved.
4,fraudulent,She had been the victim of a <blank> investment.
4,fraudulent,The <blank> excuse had been seen through.
4,frugality,Her <blank> had been born of necessity.
4,frugality,The <blank> of the household had been legendary.
4,frugality,His <blank> had left him a wealthy man.
4,frugality,The <blank> had been practised for generations.
4,frugality,She had preached <blank> to her children.
4,frugality,The <blank> had been extreme.
4,frugality,His <blank> had been mistaken for meanness.
4,frugality,The <blank> of the meal had been noted.
4,frugality,She had admired his <blank>.
4,frugality,The <blank> had been a virtue in hard times.
4,gargantuan,The <blank> statue had dominated the square.
4,gargantuan,She had been faced with a <blank> task.
4,gargantuan,His <blank> appetite had been the stuff of legend.
4,gargantuan,The <blank> proportions had been overwhelming.
4,gargantuan,She had ordered a <blank> portion.
4,gargantuan,The <blank> effort had been required.
4,gargantuan,His <blank> ego had been notorious.
4,gargantuan,The <blank> mistake had cost millions.
4,gargantuan,She had been shocked by the <blank> scale.
4,gargantuan,The <blank> beast had been slain at last.
4,genealogy,She had traced the <blank> of the family.
4,genealogy,The <blank> had been documented in the book.
4,genealogy,His interest in <blank> had begun in retirement.
4,genealogy,The <blank> had revealed a noble connection.
4,genealogy,She had studied <blank> at the archive.
4,genealogy,The <blank> had been disputed by scholars.
4,genealogy,His <blank> had been impeccable.
4,genealogy,The <blank> of the manuscript had been established.
4,genealogy,She had built a <blank> tree online.
4,genealogy,The <blank> had been the work of years.
